I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-156.12,-237.13,-78.48,196.86,-35.75,-158.64,-95.01,108.42,20.63,-82.16,-160.68,-624.06
-145.79,-228.45,-82.47,187.2,-29.09,-156.5,-97.76,136.77,29.18,-72.96,-148.83,-617.13
-136.03,-218.71,-87.14,177.04,-23.48,-154.25,-95.38,167.63,36.77,-65.57,-138.39,-607.93
-125.65,-209.41,-93.78,166.65,-17.11,-153.15,-88.57,203.93,46.65,-56.9,-127.22,-596.39
-117.19,-201.06,-97.01,157.94,-12.47,-150.72,-84.11,230.79,53.64,-49.37,-118.02,-586.22
-111.3,-193.36,-96.11,151.06,-10.33,-146.49,-81.75,246.41,56.49,-44.02,-111.64,-577.64
-105.85,-187.3,-94.74,145.33,-8.14,-142.69,-78.51,260.38,60.31,-37.26,-105.14,-568.76
-101.66,-183.05,-91.4,141.32,-6.68,-138.63,-75.89,268.6,63.6,-29.84,-99.37,-560.55
-97.98,-179.5,-88.78,137.87,-5.58,-135.17,-68.53,278.82,67.8,-22.05,-94.06,-550.71
-94.65,-176.9,-87.3,135.01,-4.58,-132.63,-55.88,292.12,73.58,-13.38,-88.88,-539.02
-92.75,-176.01,-84.4,133.84,-4.53,-130.05,-41.67,301.24,79.06,-4.27,-84.67,-527.44
-92.12,-176.73,-80.73,134.2,-5.31,-127.72,-24.55,308.03,84.76,5.41,-81.27,-515.46
-89.61,-174.29,-77.88,131.91,-5.07,-124.57,-12.18,317.8,89.32,12.71,-77.15,-502.14
-85.11,-168.36,-75.69,126.74,-3.79,-120.38,-5.6,330.17,92.39,17.29,-72.29,-487.62
-80.02,-161.24,-73.88,120.63,-2.24,-115.92,-0.09,343.96,95.07,20.72,-67.3,-472.0
-73.53,-151.63,-72.82,112.45,0.04,-110.87,2.15,360.39,96.92,22.14,-61.8,-455.07
-67.73,-142.72,-71.07,105.03,1.86,-105.75,4.9,374.84,98.59,23.45,-56.75,-437.84
-62.74,-134.74,-68.59,98.55,3.15,-100.65,8.56,387.18,100.17,24.77,-52.19,-420.35
-56.86,-124.97,-66.4,90.67,4.88,-95.0,9.35,400.76,100.96,24.41,-47.31,-401.92
-50.52,-114.11,-64.2,81.98,6.8,-88.93,8.06,414.59,101.1,22.77,-42.32,-382.79
-45.38,-105.94,-62.47,75.31,8.43,-84.25,10.79,428.49,103.33,23.09,-37.43,-362.84
-41.38,-100.49,-61.38,70.63,9.85,-81.05,17.56,442.82,107.83,25.48,-32.57,-341.99
-38.06,-96.44,-60.5,67.04,11.11,-78.56,25.99,457.0,113.39,28.64,-27.75,-320.46
-35.81,-94.77,-59.99,65.23,12.12,-77.28,37.6,471.08,120.78,33.42,-22.98,-298.22
-33.25,-92.58,-59.85,62.98,13.41,-76.04,47.92,486.08,128.24,37.49,-17.91,-275.17
-30.33,-89.77,-60.07,60.22,14.99,-74.78,56.66,501.98,135.72,40.73,-12.52,-251.34
-28.09,-88.63,-60.81,58.67,16.52,-74.53,67.35,518.35,144.73,45.05,-6.99,-226.73
-26.23,-88.54,-62.09,57.87,18.14,-75.04,78.99,535.42,154.94,49.96,-1.23,-201.35
-23.45,-86.48,-62.55,55.55,19.8,-74.2,88.76,550.93,162.93,54.06,4.63,-176.23
-19.73,-82.41,-62.1,51.7,21.48,-71.93,96.79,564.66,168.59,57.46,10.56,-151.48
-15.49,-77.38,-61.43,47.09,23.28,-69.1,103.71,577.87,173.32,60.51,16.73,-126.6
-10.38,-70.62,-60.16,41.12,25.2,-65.16,108.84,589.93,176.22,62.88,23.1,-101.89
-5.43,-64.5,-59.15,35.56,27.17,-61.61,114.66,602.07,179.71,65.91,29.75,-76.79
-0.67,-59.11,-58.45,30.47,29.23,-58.55,121.24,614.39,183.91,69.63,36.71,-51.26
4.72,-52.59,-57.34,24.46,31.38,-54.72,126.71,625.76,186.84,73.15,43.93,-25.87
10.53,-45.43,-56.0,17.89,33.64,-50.46,131.57,636.43,189.02,76.75,51.45,-0.52
16.13,-39.16,-55.33,11.9,36.12,-46.98,136.67,648.06,192.43,80.86,59.45,25.48
21.53,-33.7,-55.32,6.41,38.84,-44.24,141.87,660.66,197.03,85.42,67.96,52.12
26.95,-28.66,-55.68,1.12,41.75,-41.88,147.09,673.6,202.19,90.46,76.92,79.09
32.21,-24.39,-56.63,-3.7,44.89,-40.2,152.5,687.3,208.41,96.08,86.41,106.57
37.95,-19.51,-57.47,-9.09,48.2,-38.16,157.08,700.52,214.01,101.85,96.34,133.96
44.2,-13.96,-58.18,-15.09,51.7,-35.71,160.81,713.2,218.92,107.77,106.73,161.22
50.53,-8.74,-59.29,-20.98,55.44,-33.64,164.31,726.3,224.39,114.17,117.67,188.75
57.08,-3.55,-60.67,-26.99,59.42,-31.71,167.35,739.56,230.06,120.98,129.18,216.4
62.91,1.29,-61.67,-32.41,62.85,-29.78,169.98,750.9,234.27,126.02,138.59,242.44
67.89,5.64,-62.29,-37.1,65.67,-27.93,172.27,760.22,236.98,129.11,145.66,266.73
72.57,9.86,-62.75,-41.57,68.24,-26.07,173.99,768.32,238.74,131.23,151.65,289.95
76.67,13.83,-62.87,-45.58,70.35,-24.17,175.15,774.63,239.09,131.77,155.79,311.59
80.64,17.48,-63.17,-49.36,72.49,-22.53,175.88,780.58,239.3,132.09,159.69,332.72
84.5,20.84,-63.66,-52.94,74.66,-21.14,176.12,786.23,239.41,132.26,163.4,353.35
87.79,23.82,-63.96,-56.0,76.45,-19.85,175.83,790.33,238.38,131.04,165.46,372.48
90.6,26.4,-64.16,-58.59,77.94,-18.73,175.0,793.16,236.45,128.68,166.17,390.26
93.73,29.1,-64.57,-61.43,79.7,-17.64,173.42,795.91,234.45,126.74,167.44,407.78
97.19,31.94,-65.16,-64.51,81.72,-16.58,171.05,798.5,232.31,125.18,169.24,424.96
100.63,34.65,-65.88,-67.52,83.78,-15.64,167.98,800.53,229.78,123.41,170.83,441.36
104.25,37.35,-66.77,-70.63,86.02,-14.81,164.13,802.28,227.06,121.8,172.64,457.2
107.44,39.72,-67.57,-73.32,87.99,-14.1,159.59,802.69,223.34,119.08,173.14,471.53
110.15,41.72,-68.26,-75.57,89.66,-13.53,154.34,801.68,218.58,115.17,172.22,484.24
112.85,43.61,-69.04,-77.75,91.37,-13.06,148.26,799.98,213.3,110.99,170.99,495.96
115.4,45.31,-69.84,-79.74,93.01,-12.71,141.37,797.35,207.32,106.23,169.11,506.44
117.12,46.5,-70.36,-81.11,94.11,-12.44,136.44,794.9,202.04,102.81,168.5,517.8
118.0,47.16,-70.59,-81.83,94.67,-12.25,133.74,792.82,197.64,101.01,169.49,530.28
118.24,47.39,-70.61,-82.04,94.82,-12.16,131.94,790.37,193.32,99.71,170.87,542.67
117.66,47.09,-70.36,-81.6,94.43,-12.17,131.84,787.9,189.48,99.48,173.24,555.59
116.74,46.52,-70.05,-80.86,93.85,-12.27,131.77,784.9,185.43,99.43,175.73,567.89
115.48,45.66,-69.69,-79.82,93.08,-12.49,131.67,781.31,181.11,99.5,178.25,579.48
113.48,44.31,-69.09,-78.19,91.83,-12.8,133.08,777.67,177.23,100.65,181.78,591.45
110.81,42.52,-68.28,-76.04,90.15,-13.21,135.67,773.88,173.66,102.71,186.14,603.56
107.78,40.4,-67.43,-73.52,88.28,-13.78,137.46,768.86,169.2,103.97,189.51,613.97
104.35,37.92,-66.54,-70.6,86.17,-14.5,138.48,762.59,163.83,104.44,191.88,622.68
100.42,35.06,-65.54,-67.24,83.76,-15.36,139.51,755.51,158.06,104.84,194.04,630.4
96.04,31.82,-64.47,-63.46,81.1,-16.37,140.09,747.36,151.6,104.77,195.54,636.67
90.91,28.08,-63.16,-59.08,77.95,-17.5,141.82,738.9,145.32,105.5,197.71,642.83
85.0,23.82,-61.61,-54.07,74.31,-18.73,144.83,730.19,139.31,107.12,200.66,648.95
78.51,19.11,-59.92,-48.55,70.31,-20.11,147.95,720.61,132.87,108.69,203.36,653.98
71.33,13.92,-58.05,-42.46,65.88,-21.64,151.54,710.33,126.2,110.48,206.12,658.21
65.3,9.61,-56.36,-37.38,62.01,-22.9,153.03,700.63,119.69,111.24,207.88,662.47
60.61,6.31,-54.89,-33.48,58.78,-23.88,152.03,691.56,113.31,110.72,208.42,666.72
56.32,3.36,-53.45,-29.97,55.71,-24.74,150.06,682.64,107.02,109.76,208.46,670.76
52.98,1.15,-52.12,-27.3,53.06,-25.39,146.33,674.23,100.91,107.95,207.67,674.8
49.55,-1.09,-50.74,-24.58,50.31,-26.05,142.08,665.43,94.62,105.83,206.42,678.09
45.99,-3.42,-49.27,-21.76,47.41,-26.72,137.4,656.23,88.13,103.43,204.76,680.61
43.26,-5.08,-47.91,-19.69,44.89,-27.21,130.97,647.38,81.72,100.15,202.19,682.91
41.19,-6.23,-46.62,-18.21,42.64,-27.54,123.04,638.71,75.32,96.08,198.78,684.83
38.54,-7.88,-45.45,-16.12,40.42,-27.98,115.89,629.52,68.92,92.52,195.68,686.13
35.36,-10.01,-44.45,-13.45,38.29,-28.54,109.55,619.85,62.54,89.48,192.92,686.85
32.12,-12.22,-43.57,-10.67,36.3,-29.1,103.01,609.95,56.15,86.39,189.97,687.0
28.54,-14.74,-42.84,-7.5,34.43,-29.73,96.84,599.66,49.75,83.57,187.1,686.52
25.61,-16.78,-42.27,-4.87,32.97,-30.2,89.31,589.6,43.45,80.08,183.49,685.72
23.4,-18.26,-41.87,-2.87,31.95,-30.5,80.3,579.83,37.26,75.85,179.08,684.59
21.22,-19.77,-41.67,-0.79,31.21,-30.78,71.1,569.91,31.13,71.59,174.49,682.94
19.29,-21.14,-41.69,1.14,30.85,-30.99,61.31,559.99,25.09,67.1,169.55,680.85
17.25,-22.38,-41.21,2.94,29.93,-31.09,53.78,550.67,19.8,63.45,165.43,679.22
15.01,-23.55,-40.18,4.68,28.39,-31.1,48.92,541.98,15.32,60.81,162.34,678.12
12.92,-24.49,-38.94,6.18,26.71,-30.98,45.12,533.76,11.38,58.54,159.58,677.19
10.87,-25.22,-37.31,7.47,24.66,-30.73,43.22,526.17,8.17,56.96,157.49,676.68
8.92,-25.85,-35.71,8.67,22.74,-30.4,41.88,518.81,5.33,55.61,155.54,676.02
7.1,-26.36,-34.17,9.76,21.0,-29.99,41.02,511.68,2.86,54.47,153.7,675.21
5.29,-26.71,-32.31,10.69,18.98,-29.45,42.09,505.16,1.13,54.07,152.55,674.77
3.52,-26.9,-30.22,11.48,16.77,-28.8,44.84,499.18,0.07,54.31,152.02,674.6
2.33,-26.69,-28.4,11.83,15.13,-27.99,46.73,493.49,-0.75,54.16,150.96,674.09
1.74,-26.05,-26.87,11.73,14.06,-27.02,47.76,488.14,-1.32,53.6,149.4,673.28
1.53,-25.11,-25.42,11.31,13.28,-25.9,49.04,483.22,-1.42,53.11,147.81,672.41
1.84,-23.78,-24.2,10.48,12.99,-24.62,49.96,478.69,-1.17,52.42,145.92,671.33
2.33,-22.19,-22.79,9.39,12.64,-23.18,52.43,474.85,-0.16,52.33,144.58,670.58
3.01,-20.33,-21.18,8.02,12.21,-21.58,56.63,471.73,1.64,52.88,143.85,670.2
4.15,-18.08,-19.67,6.24,12.12,-19.8,61.11,469.17,3.98,53.51,143.1,669.84
5.7,-15.45,-18.17,4.08,12.27,-17.84,66.32,467.27,6.97,54.38,142.53,669.62
7.29,-12.32,-16.55,1.72,12.34,-15.44,70.53,465.07,9.34,55.54,142.01,668.72
8.92,-8.65,-14.84,-0.85,12.36,-12.55,73.41,462.49,10.95,56.94,141.45,667.04
10.74,-4.49,-13.02,-3.71,12.39,-9.29,76.12,460.06,12.48,58.69,141.08,665.07
12.65,0.2,-11.09,-6.81,12.37,-5.59,78.15,457.51,13.57,60.81,140.84,662.57
14.96,5.39,-9.18,-10.33,12.59,-1.58,80.17,455.37,14.91,63.13,140.67,659.95
17.69,11.09,-7.3,-14.28,13.07,2.73,82.28,453.7,16.56,65.68,140.6,657.25
20.61,17.38,-5.35,-18.54,13.6,7.51,83.65,452.0,17.83,68.54,140.62,654.06
23.81,24.26,-3.35,-23.16,14.24,12.72,84.41,450.4,18.89,71.69,140.71,650.46
27.44,30.81,-1.33,-28.02,15.08,17.41,86.4,449.67,20.75,75.33,141.24,647.2
31.51,36.97,0.74,-33.09,16.12,21.51,89.67,449.81,23.44,79.5,142.23,644.29
36.0,43.18,2.83,-38.47,17.35,25.48,93.39,450.55,26.52,84.09,143.51,641.42
40.94,49.19,4.94,-44.13,18.8,29.04,98.04,452.08,30.26,89.17,145.18,638.8
46.19,55.58,7.11,-50.11,20.37,32.8,102.3,453.83,33.88,94.64,147.05,635.87
51.75,62.36,9.34,-56.44,22.06,36.79,106.09,455.78,37.31,100.5,149.09,632.61
57.74,69.06,11.6,-63.06,23.94,40.49,110.43,458.38,41.17,106.85,151.49,629.44
64.13,75.78,13.91,-69.98,26.0,44.02,115.03,461.51,45.28,113.7,154.23,626.25
69.58,81.35,15.09,-75.74,28.07,46.8,117.17,461.92,48.25,118.52,155.7,622.13
73.97,85.58,15.03,-80.17,30.15,48.71,116.67,459.34,50.0,121.08,155.78,617.04
77.91,89.09,14.28,-83.99,32.31,50.07,114.6,455.21,51.05,122.55,155.18,611.33
81.02,91.5,12.49,-86.75,34.5,50.7,110.2,448.6,51.02,122.22,153.47,604.75
84.12,93.36,10.34,-89.29,36.83,50.77,105.28,441.51,50.84,121.56,151.59,597.92
87.23,94.67,7.83,-91.63,39.32,50.26,99.88,433.99,50.54,120.63,149.6,590.86
89.6,94.81,4.34,-92.97,41.86,48.9,92.4,424.21,49.3,118.04,146.61,583.03
91.39,93.86,-0.02,-93.45,44.48,46.7,83.18,412.55,47.28,114.07,142.79,574.57
93.54,93.11,-3.66,-94.17,47.22,44.83,73.77,401.19,45.28,110.48,139.23,565.95
96.03,92.56,-6.52,-95.08,50.05,43.34,64.09,390.06,43.23,107.24,135.89,557.17
98.48,91.61,-9.29,-95.75,52.98,41.64,53.56,378.3,40.86,103.64,132.37,548.04
101.13,90.56,-11.57,-96.41,56.02,40.03,42.53,366.41,38.33,100.09,128.91,538.69
103.18,88.45,-14.49,-96.19,59.12,37.72,29.59,352.57,34.94,95.13,124.61,528.65
104.57,85.17,-18.1,-95.0,62.28,34.62,14.63,336.61,30.63,88.67,119.42,517.9
105.88,81.44,-21.52,-93.49,65.52,31.38,-1.4,319.85,25.87,81.72,113.97,506.75
106.91,77.03,-24.97,-91.42,68.83,27.81,-18.85,301.82,20.48,73.95,108.04,495.08
107.53,72.16,-30.13,-89.46,71.68,22.38,-31.96,286.7,16.46,67.85,102.75,483.85
107.77,66.91,-37.04,-87.72,74.01,15.0,-40.07,275.0,14.01,63.77,98.25,473.17
107.56,60.99,-45.1,-85.72,76.05,6.26,-46.15,264.44,12.09,60.26,93.88,462.52
106.85,54.46,-54.75,-83.66,77.67,-4.29,-48.53,256.22,11.26,58.06,89.95,452.17
105.85,50.15,-59.84,-81.28,78.85,-9.94,-50.34,248.24,10.47,55.96,85.97,441.64
104.52,48.32,-59.83,-78.53,79.58,-10.08,-51.76,240.35,9.65,53.86,81.89,430.91
102.74,47.68,-58.02,-75.7,79.7,-8.27,-49.71,234.68,9.85,53.03,78.25,420.45
100.54,49.06,-52.73,-72.75,79.17,-2.67,-44.78,230.86,10.84,53.24,74.95,410.17
97.21,47.34,-50.4,-68.92,77.83,-0.83,-41.5,225.36,11.06,52.28,70.96,399.28
92.68,42.12,-51.64,-64.19,75.58,-3.45,-39.8,218.21,10.51,50.14,66.26,387.78
87.26,36.57,-51.89,-58.86,72.45,-5.28,-37.86,210.84,9.83,47.76,61.3,376.0
80.75,29.4,-52.75,-52.75,68.34,-8.23,-36.72,202.43,8.65,44.59,55.81,363.75
73.47,22.93,-51.47,-46.35,63.24,-10.66,-32.88,195.62,8.16,42.27,50.55,351.62
65.45,17.53,-47.43,-39.67,57.09,-12.03,-26.04,190.61,8.47,40.94,45.57,339.66
56.29,11.01,-43.23,-32.31,49.78,-14.66,-18.82,185.4,8.65,39.33,40.29,327.42
46.05,3.94,-38.08,-24.37,41.26,-18.13,-10.39,180.61,8.99,37.82,34.88,315.04
38.0,-1.72,-34.72,-17.97,35.12,-20.38,-4.62,174.87,8.97,36.07,29.98,303.75
32.39,-6.04,-33.69,-13.29,31.66,-21.58,-2.15,167.83,8.44,33.93,25.58,293.63
27.69,-9.52,-33.06,-9.38,29.13,-22.41,-0.54,160.61,7.85,31.81,21.52,284.21
24.82,-11.67,-33.67,-6.85,28.51,-22.45,-0.96,152.75,7.03,29.6,17.95,275.84
21.77,-14.05,-34.3,-4.36,27.65,-23.35,-1.76,144.58,6.06,27.21,14.38,267.7
18.45,-16.69,-34.79,-1.85,26.41,-25.21,-2.77,136.19,4.99,24.66,10.8,259.79
16.65,-18.39,-36.49,-0.54,26.75,-26.92,-5.89,127.01,3.62,21.88,7.61,252.83
15.98,-19.46,-39.15,-0.17,28.23,-28.86,-10.79,117.09,1.94,18.86,4.73,246.68
14.89,-20.54,-40.4,0.65,28.54,-30.05,-13.68,108.19,0.7,16.31,1.9,240.61
13.49,-21.55,-40.22,1.88,27.72,-30.29,-14.51,100.37,-0.1,14.28,-0.82,234.69
12.3,-22.37,-39.58,3.0,26.62,-30.37,-14.94,92.8,-0.79,12.41,-3.4,229.18
10.97,-23.12,-37.9,4.31,24.68,-30.0,-14.03,85.94,-1.18,10.87,-5.86,223.92
10.95,-23.09,-36.9,4.66,23.79,-29.53,-14.52,78.6,-1.75,9.25,-7.95,219.56
12.32,-22.22,-36.7,3.96,24.07,-29.03,-16.64,70.71,-2.54,7.49,-9.65,216.17
14.13,-20.98,-35.95,3.03,24.12,-28.11,-18.24,63.2,-3.16,5.98,-11.12,213.31
16.74,-19.2,-35.03,1.6,24.38,-26.83,-19.96,55.81,-3.71,4.62,-12.29,211.15
18.03,-18.34,-34.44,0.98,24.4,-26.16,-24.14,48.46,-4.4,3.13,-13.21,208.84
17.72,-18.57,-34.06,1.39,23.98,-26.13,-30.8,41.26,-5.2,1.54,-13.9,206.28
17.08,-19.08,-33.95,1.98,23.66,-26.35,-39.3,34.05,-6.09,-0.09,-14.28,203.99
15.49,-20.29,-34.2,3.15,23.27,-27.07,-50.27,26.85,-7.12,-1.83,-14.36,201.75
13.99,-21.44,-34.21,4.33,22.76,-27.67,-61.87,19.92,-8.07,-3.43,-14.12,199.94
12.67,-22.48,-33.99,5.43,22.16,-28.11,-74.1,13.27,-8.95,-4.86,-13.56,198.64
10.49,-24.15,-33.92,7.11,21.36,-28.93,-88.45,6.77,-9.9,-6.32,-12.67,197.42
7.65,-26.31,-33.87,9.25,20.35,-30.0,-104.57,0.48,-10.87,-7.74,-11.46,196.39
6.03,-27.71,-33.95,10.58,19.94,-30.78,-115.68,-5.9,-11.88,-9.08,-11.15,195.29
5.62,-28.36,-34.2,11.08,20.17,-31.27,-121.3,-12.41,-12.93,-10.35,-11.89,194.04
5.69,-28.75,-34.5,11.29,20.65,-31.67,-124.43,-18.86,-14.0,-11.53,-13.06,192.82
6.69,-28.59,-34.88,10.89,21.59,-31.84,-123.18,-25.31,-15.08,-12.62,-15.03,191.51
7.27,-28.78,-35.38,10.8,22.49,-32.26,-121.92,-31.61,-16.22,-13.68,-17.07,190.18
7.35,-29.41,-36.01,11.06,23.31,-32.94,-120.85,-37.75,-17.41,-14.71,-19.14,188.79
7.99,-29.75,-36.76,10.98,24.48,-33.55,-116.1,-43.86,-18.64,-15.68,-21.95,187.25
8.88,-30.01,-37.65,10.75,25.89,-34.2,-108.53,-49.91,-19.92,-16.58,-25.34,185.53
9.41,-29.8,-37.85,10.41,26.53,-34.25,-105.28,-55.73,-20.74,-17.19,-27.11,184.9
9.63,-29.01,-37.27,9.88,26.36,-33.59,-106.49,-61.33,-21.04,-17.48,-27.15,185.45
9.63,-27.96,-36.32,9.29,25.77,-32.61,-109.29,-66.76,-21.07,-17.55,-26.42,186.56
9.26,-26.51,-34.76,8.63,24.5,-31.12,-115.52,-71.96,-20.69,-17.36,-24.33,188.58
9.15,-24.74,-33.07,7.69,23.22,-29.39,-119.94,-77.07,-20.18,-17.01,-22.36,190.71
9.29,-22.64,-31.29,6.5,21.96,-27.44,-122.27,-82.08,-19.55,-16.51,-20.6,192.91
9.26,-20.07,-28.94,5.12,20.14,-24.97,-126.66,-86.9,-18.54,-15.73,-17.78,195.86
9.19,-17.04,-26.13,3.51,17.88,-22.02,-131.98,-91.55,-17.18,-14.7,-14.22,199.39
8.98,-14.27,-23.42,2.13,15.69,-19.25,-134.27,-96.24,-16.32,-14.33,-12.18,201.95
8.58,-11.82,-20.79,1.01,13.53,-16.67,-133.64,-100.99,-16.01,-14.69,-11.69,203.45
8.11,-9.32,-18.03,-0.09,11.24,-13.98,-131.19,-105.7,-15.87,-15.36,-11.92,204.54
7.53,-6.96,-15.26,-1.05,8.93,-11.35,-125.93,-110.44,-16.12,-16.59,-13.43,204.79
6.78,-4.25,-12.02,-2.1,6.14,-8.31,-121.21,-115.05,-16.19,-17.82,-14.61,205.29
5.85,-1.17,-8.29,-3.28,2.84,-4.8,-117.11,-119.53,-16.06,-19.03,-15.37,206.07
4.74,1.9,-4.38,-4.35,-0.67,-1.2,-111.13,-123.99,-16.19,-20.71,-17.04,206.23
3.44,5.06,-0.19,-5.36,-4.48,2.59,-103.94,-128.4,-16.47,-22.76,-19.3,206.0
3.27,5.89,0.89,-5.78,-5.42,3.5,-98.19,-131.64,-16.29,-24.69,-22.08,203.74
4.36,4.11,-1.52,-5.51,-3.13,1.15,-93.82,-133.59,-15.66,-26.52,-25.57,199.17
6.07,0.91,-5.75,-4.84,0.8,-2.91,-90.06,-134.78,-14.77,-28.42,-29.57,193.17
8.78,-4.42,-12.78,-3.6,7.3,-9.61,-87.58,-134.87,-13.48,-30.29,-34.13,185.22
11.7,-10.6,-20.75,-2.02,14.62,-17.25,-84.16,-134.55,-12.27,-32.55,-39.66,175.98
14.79,-17.59,-29.58,-0.13,22.67,-25.77,-79.73,-133.85,-11.17,-35.26,-46.17,165.45
18.8,-26.69,-41.11,2.37,33.18,-36.84,-75.98,-132.13,-9.79,-38.09,-53.55,152.81
23.56,-37.68,-55.0,5.45,45.83,-50.17,-72.44,-129.5,-8.24,-41.17,-61.92,138.12
34.38,-36.83,-64.06,-0.03,58.0,-54.41,-65.1,-109.21,14.96,-20.71,-47.97,139.41
51.93,-22.98,-67.87,-14.96,69.7,-48.68,-53.75,-69.41,62.09,25.76,-9.35,158.34
73.65,-2.46,-69.65,-35.06,82.04,-38.18,-39.98,-18.0,123.01,87.03,42.94,186.46
101.15,28.6,-67.46,-62.96,94.38,-19.74,-22.68,49.96,204.02,170.04,115.64,228.91
134.76,68.67,-66.01,-99.38,108.79,3.32,-4.6,125.08,302.06,279.03,218.84,296.01
174.74,118.07,-65.56,-144.73,125.41,31.04,14.14,207.08,417.65,415.35,354.44,389.47
222.53,181.28,-62.07,-201.25,142.74,68.01,35.93,305.2,558.38,583.82,524.32,509.44
278.59,258.68,-56.5,-269.71,161.27,113.94,60.24,417.84,724.77,787.2,732.91,660.04
348.92,334.08,-55.26,-343.59,192.53,152.7,73.27,511.62,878.61,991.13,954.73,817.54
434.81,407.3,-58.43,-423.31,237.58,183.75,73.96,584.76,1018.43,1195.07,1190.29,981.94
534.25,487.05,-63.6,-513.22,291.39,214.95,68.47,652.26,1159.69,1416.22,1457.16,1169.4
649.46,569.6,-72.41,-612.19,357.31,242.27,52.94,705.22,1292.43,1646.52,1750.5,1375.11
735.93,640.88,-74.9,-690.75,403.99,273.17,35.95,691.98,1339.74,1773.05,1941.64,1523.08
789.83,699.75,-70.31,-746.47,428.74,308.3,17.88,606.26,1292.28,1784.39,2019.54,1607.29
834.5,749.72,-64.85,-792.55,449.52,340.58,-9.04,463.83,1176.56,1726.44,2041.37,1660.04
857.74,786.38,-56.0,-820.63,458.01,371.54,-43.18,247.82,967.94,1565.36,1970.37,1659.68
819.74,808.77,2.39,-811.06,410.69,413.35,-74.15,22.79,712.71,1311.99,1781.23,1590.4
715.8,815.21,114.82,-760.64,303.23,466.18,-102.13,-210.08,408.6,960.5,1465.94,1446.99
553.25,801.41,261.84,-670.43,148.52,525.24,-131.11,-492.3,48.51,529.77,1046.88,1223.02
318.42,765.47,457.08,-532.82,-67.19,593.62,-158.6,-810.12,-357.75,19.93,512.96,909.4
104.91,715.84,614.6,-404.66,-254.7,643.57,-189.92,-1064.84,-701.37,-414.5,47.72,621.21
-83.59,651.02,728.08,-287.62,-409.24,672.65,-225.32,-1250.05,-967.65,-752.52,-330.36,363.06
-279.69,564.03,843.84,-149.38,-566.26,696.72,-260.07,-1401.84,-1197.65,-1064.67,-708.36,83.77
-459.0,455.57,939.56,-3.18,-702.28,708.39,-295.23,-1491.91,-1356.22,-1302.84,-1033.68,-187.4
-586.42,364.58,980.64,109.29,-785.29,692.29,-318.29,-1544.0,-1449.25,-1452.1,-1258.29,-398.22
-653.4,293.43,963.49,185.19,-808.34,646.95,-327.26,-1554.24,-1468.15,-1502.34,-1370.86,-540.79
-667.96,223.48,894.39,233.14,-780.5,572.9,-328.54,-1483.18,-1409.05,-1471.64,-1393.47,-621.57
-615.09,165.14,761.2,240.1,-688.68,464.69,-318.19,-1329.91,-1266.69,-1349.69,-1306.03,-620.74
-568.06,98.78,641.29,251.57,-604.51,366.52,-301.95,-1186.76,-1129.73,-1233.94,-1230.26,-627.88
-527.69,23.18,537.32,267.09,-530.13,279.93,-279.88,-1051.47,-1002.81,-1133.14,-1172.89,-642.38
-450.23,-42.8,399.48,251.2,-422.23,177.84,-245.31,-873.59,-836.35,-990.63,-1055.12,-599.13
-351.55,-102.94,245.32,212.15,-297.07,70.52,-199.03,-672.51,-652.53,-832.46,-905.91,-515.32
-281.74,-159.57,122.45,197.64,-200.95,-19.58,-166.13,-507.12,-494.59,-694.44,-790.52,-464.82
-242.77,-209.85,31.92,207.31,-135.85,-91.8,-147.77,-380.26,-365.93,-579.63,-710.37,-446.71
-223.3,-254.58,-35.01,223.22,-92.99,-148.5,-132.19,-279.03,-265.54,-494.65,-658.2,-436.82
-238.07,-293.06,-64.49,257.08,-86.34,-182.77,-125.91,-221.15,-208.43,-453.17,-653.73,-453.65
-231.39,-318.31,-99.62,270.59,-65.59,-213.33,-112.06,-158.87,-145.3,-400.41,-620.54,-448.38
-202.85,-329.31,-139.35,261.44,-31.14,-238.8,-89.38,-93.89,-79.51,-340.53,-560.03,-419.7
-194.06,-328.09,-148.73,258.29,-21.6,-242.77,-71.77,-67.46,-51.68,-316.22,-529.65,-408.0
-194.12,-312.28,-135.04,252.58,-27.67,-227.7,-55.49,-72.19,-54.76,-319.49,-515.57,-403.84
-188.13,-305.99,-132.42,247.44,-26.0,-222.35,-39.69,-64.16,-44.45,-307.76,-494.68,-395.32
-180.02,-310.86,-138.67,246.26,-19.74,-226.43,-25.99,-46.32,-23.73,-284.26,-472.89,-387.11
-170.06,-313.03,-141.01,241.36,-14.74,-226.72,-12.25,-36.88,-11.59,-266.57,-453.57,-379.43
-155.84,-318.67,-146.78,234.37,-6.4,-229.88,1.21,-26.72,1.07,-246.03,-433.33,-371.19
-148.02,-318.26,-147.39,230.37,-2.9,-228.56,10.46,-21.06,7.15,-234.27,-418.8,-367.75
-146.6,-310.53,-142.46,228.8,-4.23,-222.08,15.44,-20.5,5.63,-232.63,-409.94,-369.32
-144.58,-305.34,-142.17,228.7,-2.78,-219.55,17.66,-15.29,7.01,-228.86,-401.36,-373.05
-144.13,-300.56,-145.28,231.16,0.16,-219.75,16.12,-5.81,10.21,-225.34,-394.18,-380.22
-142.99,-292.73,-143.37,228.99,0.27,-215.6,15.84,-6.45,9.39,-223.37,-388.87,-382.36
