I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-109.57,-263.57,-137.99,190.49,8.62,-201.75,85.87,51.91,-550.16,-871.27,-729.62,-490.0
-97.99,-196.86,-95.48,153.12,-4.05,-145.36,155.37,237.05,-324.75,-664.39,-619.98,-453.21
-74.88,-99.85,-30.24,90.17,-21.25,-64.35,206.02,401.93,-71.98,-424.72,-462.74,-376.38
-43.2,19.46,51.44,7.06,-41.5,34.18,236.04,547.15,183.17,-185.03,-279.66,-268.66
-21.16,97.76,102.07,-45.39,-52.2,98.61,267.95,670.64,386.73,8.41,-140.41,-188.7
-8.7,131.15,120.12,-65.87,-52.66,125.81,299.89,765.83,534.37,143.36,-51.26,-138.11
0.97,143.58,123.99,-75.3,-47.81,134.84,317.61,830.87,629.51,226.79,2.44,-95.1
3.35,117.16,101.07,-60.58,-34.14,111.07,324.82,861.26,653.71,237.95,-1.95,-75.24
10.85,108.09,87.39,-58.51,-24.02,100.0,328.46,881.78,685.6,263.33,18.91,-49.69
24.09,118.48,84.57,-71.24,-18.06,103.2,327.28,891.59,723.54,301.38,64.51,-18.31
33.06,104.28,63.7,-69.29,-7.08,84.77,319.92,872.5,709.45,290.17,70.98,-9.56
40.38,77.14,32.26,-60.58,6.22,54.03,307.63,828.9,657.62,245.76,53.83,-18.91
48.51,66.99,16.25,-59.98,14.85,40.23,297.86,805.12,637.38,232.02,54.36,-15.74
56.4,71.27,14.59,-65.36,19.11,41.71,291.64,803.08,647.64,247.24,67.71,-2.29
64.59,83.48,19.87,-75.07,20.32,50.62,286.52,804.36,663.86,270.9,83.17,8.31
73.34,110.41,38.37,-92.24,16.71,73.83,284.99,820.82,702.99,318.57,109.18,22.24
78.53,123.18,47.24,-100.71,14.55,84.8,282.01,820.76,714.66,338.17,121.22,29.46
80.01,120.75,45.57,-100.05,13.86,82.43,277.83,802.57,696.41,327.36,118.35,28.67
79.87,123.0,49.94,-100.77,9.91,85.56,277.5,792.37,687.5,325.07,119.23,29.35
77.1,123.6,55.41,-99.33,3.91,88.38,280.39,783.58,677.2,320.07,118.75,29.19
75.82,124.24,58.45,-98.81,0.78,90.14,277.94,769.96,665.26,314.45,116.87,28.17
76.46,127.02,60.48,-100.43,0.38,92.69,270.34,754.37,656.45,312.84,115.87,27.58
76.19,126.51,59.69,-100.1,1.13,92.18,261.63,735.6,643.71,306.49,112.38,25.89
76.08,123.52,55.49,-98.78,4.22,88.79,249.89,713.11,628.47,297.21,107.1,23.56
74.08,122.03,54.16,-97.3,5.37,87.64,242.08,697.65,618.66,293.69,105.14,22.8
69.8,121.47,55.57,-95.2,4.37,88.37,238.96,689.82,614.15,295.6,106.56,23.71
65.12,120.55,56.12,-92.88,4.34,88.59,235.72,684.33,612.75,300.58,109.76,25.84
59.46,119.99,57.1,-90.38,4.33,89.29,234.15,683.96,616.47,310.75,116.07,29.83
55.76,118.99,57.37,-88.39,4.29,89.24,229.94,676.33,612.4,313.0,118.23,31.75
54.52,117.5,56.55,-87.11,4.54,88.18,222.38,660.3,599.74,306.5,115.78,31.44
53.91,116.39,56.09,-86.24,4.42,87.43,214.99,644.2,586.46,299.37,113.47,31.44
54.84,115.54,55.68,-86.07,4.0,86.67,206.6,624.89,569.39,288.41,109.54,30.86
55.92,114.8,54.91,-86.09,4.06,85.82,198.93,608.88,555.84,280.89,108.17,32.14
57.04,114.34,53.97,-86.35,4.56,85.05,192.44,597.34,546.96,277.98,110.09,35.73
59.69,114.17,52.77,-87.38,5.16,84.19,185.35,584.59,536.68,273.57,111.94,39.78
63.61,114.34,51.29,-89.13,6.01,83.27,178.17,572.41,526.95,269.62,114.91,45.0
65.67,114.4,50.56,-90.05,6.36,82.77,172.52,561.53,518.4,267.47,116.49,48.06
65.81,114.35,50.65,-90.09,6.12,82.72,168.4,551.49,510.57,266.7,116.19,48.52
65.38,114.47,51.06,-90.01,5.76,82.96,165.44,543.39,504.71,268.24,116.18,48.57
63.61,114.67,52.08,-89.43,5.1,83.61,164.1,537.36,500.97,272.43,115.73,47.28
62.74,115.34,53.15,-89.47,4.45,84.47,163.18,532.12,497.99,277.51,115.87,46.39
62.93,116.55,54.26,-90.23,3.86,85.53,162.74,527.88,496.04,283.74,116.87,46.15
62.42,118.05,55.92,-90.86,3.0,87.05,163.74,525.5,495.99,292.36,117.67,44.9
61.71,119.94,58.01,-91.62,1.95,88.98,166.01,524.82,497.72,303.16,118.58,43.08
61.29,121.01,59.23,-92.04,1.29,90.08,165.93,521.08,496.07,310.18,119.08,42.26
61.01,121.11,59.54,-91.99,1.03,90.25,163.3,513.94,490.72,313.05,119.03,42.41
60.99,120.95,59.49,-91.9,0.95,90.1,159.73,505.64,484.08,314.54,118.89,43.06
61.34,120.16,58.74,-91.61,1.2,89.29,154.26,494.88,474.75,313.04,118.51,44.6
61.34,119.45,58.18,-91.22,1.37,88.63,149.31,484.83,466.17,312.58,118.02,45.78
61.02,118.89,57.87,-90.76,1.43,88.2,145.01,475.7,458.55,313.4,117.48,46.54
60.77,117.82,57.07,-90.06,1.72,87.28,139.33,464.76,448.98,312.12,116.66,47.86
60.47,116.4,55.95,-89.13,2.16,86.05,132.76,452.67,438.18,309.59,115.59,49.48
60.42,115.69,55.3,-88.69,2.49,85.39,127.75,443.2,430.37,308.77,115.38,51.07
60.69,115.7,55.08,-88.78,2.73,85.28,124.29,436.35,425.57,309.52,116.1,52.74
61.02,116.03,55.06,-89.06,2.95,85.45,121.53,430.77,422.28,311.0,117.25,54.45
61.52,116.96,55.44,-89.74,3.09,86.09,120.09,427.43,421.59,313.9,119.15,56.16
62.12,117.7,55.56,-90.35,3.38,86.53,118.0,423.43,420.29,315.63,121.09,58.32
62.79,118.23,55.42,-90.87,3.84,86.74,115.17,418.65,418.25,316.06,123.05,60.94
63.67,119.15,55.47,-91.68,4.3,87.25,113.09,415.33,418.01,317.07,125.64,63.76
64.72,120.3,55.59,-92.68,4.82,87.92,111.34,412.87,418.88,318.08,128.72,66.9
65.37,121.11,55.76,-93.34,5.1,88.43,109.16,409.18,417.69,318.66,130.76,69.22
65.57,121.59,56.04,-93.63,5.09,88.82,106.65,404.32,414.45,318.94,131.69,70.59
65.6,121.9,56.33,-93.77,4.98,89.15,103.87,398.88,410.21,318.72,132.15,71.62
65.3,121.91,56.65,-93.6,4.67,89.33,100.66,392.32,404.15,317.93,131.75,72.0
65.04,122.12,57.14,-93.56,4.29,89.7,97.83,386.44,398.79,317.27,131.52,72.33
64.84,122.54,57.79,-93.65,3.85,90.25,95.4,381.3,394.2,316.74,131.52,72.64
64.37,122.8,58.54,-93.56,3.22,90.78,92.81,375.55,388.44,315.88,130.88,72.37
63.71,123.01,59.44,-93.36,2.41,91.34,90.25,369.58,382.02,314.84,129.82,71.61
63.22,123.4,60.34,-93.31,1.69,92.02,87.78,364.18,376.48,313.38,129.23,71.27
62.89,123.95,61.25,-93.41,1.05,92.78,85.38,359.29,371.71,311.42,129.09,71.33
62.59,124.61,62.25,-93.59,0.38,93.65,83.11,354.76,367.35,309.18,129.11,71.45
62.41,125.46,63.3,-93.9,-0.24,94.65,81.0,350.8,363.74,306.57,129.51,71.84
62.06,126.25,64.48,-94.12,-1.03,95.68,78.84,346.55,359.47,303.59,129.53,71.82
61.52,126.99,65.8,-94.23,-2.0,96.76,76.64,342.01,354.48,300.25,129.13,71.36
61.01,127.83,67.2,-94.41,-2.99,97.93,74.51,337.74,349.78,296.47,128.86,70.96
60.45,128.73,68.7,-94.59,-4.05,99.19,72.41,333.57,345.06,292.25,128.57,70.47
59.96,129.42,69.88,-94.69,-4.91,100.16,70.06,328.2,339.34,288.43,128.02,70.1
59.55,129.88,70.7,-94.72,-5.52,100.82,67.44,321.56,332.61,285.08,127.24,69.93
59.14,130.2,71.37,-94.67,-6.05,101.32,64.65,314.13,325.13,281.78,126.23,69.74
58.76,130.33,71.77,-94.53,-6.4,101.56,61.62,305.54,316.61,278.76,124.94,69.63
58.4,130.45,72.13,-94.4,-6.72,101.77,58.54,296.68,307.88,275.51,123.63,69.57
58.07,130.57,72.46,-94.28,-7.0,101.97,55.41,287.55,298.95,271.99,122.3,69.57
57.78,130.53,72.53,-94.1,-7.12,101.94,52.05,277.4,289.16,268.67,120.77,69.68
57.55,130.36,72.4,-93.87,-7.08,101.73,48.5,266.37,278.66,265.43,119.09,69.92
57.23,130.22,72.38,-93.63,-7.16,101.59,44.96,255.25,267.87,261.71,117.26,69.94
56.82,130.11,72.49,-93.36,-7.36,101.53,41.43,243.99,256.74,257.51,115.25,69.73
56.38,129.97,72.57,-93.06,-7.55,101.44,37.81,232.3,245.15,253.05,113.09,69.46
55.88,129.84,72.72,-92.74,-7.8,101.39,34.17,220.36,233.19,248.17,110.79,69.04
55.42,129.57,72.67,-92.37,-7.93,101.15,30.32,207.46,220.4,243.33,108.29,68.69
54.99,129.15,72.4,-91.94,-7.91,100.71,26.25,193.54,206.75,238.55,105.59,68.44
54.53,128.69,72.1,-91.48,-7.89,100.23,22.08,179.09,192.53,233.49,102.7,68.1
54.05,128.15,71.71,-90.96,-7.83,99.66,17.76,163.92,177.61,228.26,99.61,67.72
53.33,126.76,70.92,-89.91,-7.75,98.5,13.36,147.77,161.85,225.58,96.05,66.7
52.32,124.46,69.71,-88.27,-7.67,96.74,8.87,130.63,145.25,225.7,91.99,64.95
51.16,121.58,68.19,-86.27,-7.54,94.55,4.25,112.5,127.78,227.41,87.54,62.79
49.77,117.9,66.26,-83.75,-7.38,91.8,-0.5,93.29,109.39,231.49,82.62,60.04
48.27,113.86,64.15,-81.01,-7.2,88.8,-5.37,73.25,90.2,236.31,77.38,57.0
46.67,109.49,61.86,-78.06,-7.0,85.54,-10.39,52.33,70.2,241.8,71.83,53.7
44.83,104.35,59.19,-74.61,-6.77,81.74,-15.52,30.35,49.26,249.52,65.8,49.81
42.79,98.52,56.17,-70.72,-6.52,77.47,-20.79,7.31,27.39,259.16,59.32,45.38
40.74,92.51,52.97,-66.74,-6.18,73.0,-26.28,-16.78,4.57,265.42,52.58,40.92
38.68,86.29,49.56,-62.64,-5.73,68.31,-31.99,-41.98,-19.22,268.03,45.58,36.42
36.52,79.66,45.89,-58.3,-5.22,63.29,-37.88,-68.27,-44.0,269.33,38.21,31.67
34.31,72.73,41.99,-53.77,-4.62,58.0,-43.99,-95.69,-69.79,267.89,30.54,26.79
31.89,65.06,37.7,-48.79,-3.97,52.19,-50.27,-124.34,-96.64,267.26,22.38,21.36
29.24,56.62,33.01,-43.31,-3.29,45.82,-56.71,-154.23,-124.58,267.62,13.71,15.37
26.49,47.7,28.02,-37.55,-2.52,39.07,-63.37,-185.36,-153.61,265.98,4.65,9.09
23.6,38.19,22.68,-31.42,-1.68,31.87,-70.24,-217.77,-183.77,263.08,-4.84,2.43
20.88,29.22,16.72,-25.61,-0.2,24.5,-75.99,-246.18,-211.23,259.16,-13.84,-3.82
18.39,20.93,10.12,-20.23,1.98,16.99,-80.5,-270.05,-235.61,253.82,-22.24,-9.54
15.94,12.69,2.96,-14.87,4.59,9.16,-84.39,-291.92,-258.75,247.4,-30.52,-15.19
13.63,4.84,-4.82,-9.74,7.81,1.09,-87.27,-310.26,-279.54,239.81,-38.41,-20.54
11.29,-3.23,-13.09,-4.49,11.32,-7.37,-89.93,-328.13,-300.21,230.1,-46.44,-25.97
8.91,-11.54,-21.82,0.92,15.11,-16.22,-92.38,-345.69,-320.85,218.19,-54.62,-31.53
6.66,-19.53,-31.2,6.13,19.49,-25.34,-93.9,-360.0,-339.37,204.4,-62.47,-36.81
4.51,-27.29,-41.2,11.2,24.41,-34.76,-94.63,-371.64,-356.17,188.46,-70.07,-41.87
2.17,-35.78,-49.76,16.73,28.09,-43.6,-95.5,-384.46,-373.2,173.4,-77.68,-47.38
-0.37,-45.0,-56.71,22.7,30.4,-51.73,-96.49,-398.36,-390.3,159.46,-85.24,-53.34
-2.98,-54.56,-63.0,28.89,32.16,-59.61,-97.23,-411.81,-406.76,144.93,-92.69,-59.46
-5.73,-64.69,-68.06,35.43,32.88,-66.96,-97.92,-425.7,-422.98,130.61,-100.05,-65.92
-8.41,-74.68,-73.12,41.89,33.68,-74.27,-97.81,-436.93,-437.21,114.72,-107.04,-72.21
-10.99,-84.48,-78.25,48.24,34.61,-81.55,-96.83,-445.24,-449.28,97.08,-113.62,-78.3
-13.65,-94.63,-82.3,54.8,34.69,-88.32,-95.52,-452.88,-460.35,79.22,-119.95,-84.55
-16.34,-104.98,-85.52,61.49,34.14,-94.65,-93.71,-459.12,-469.98,60.73,-125.94,-90.85
-18.6,-113.73,-89.39,67.05,34.46,-100.73,-92.52,-464.86,-478.96,44.42,-131.43,-96.24
-20.41,-120.76,-93.91,71.4,35.67,-106.49,-92.12,-470.41,-487.44,30.74,-136.41,-100.66
-21.93,-126.79,-98.48,75.03,37.17,-111.86,-91.83,-474.75,-494.68,18.1,-140.86,-104.47
-23.05,-131.31,-103.47,77.61,39.36,-116.86,-91.99,-478.18,-500.87,7.39,-144.72,-107.4
-24.05,-135.47,-107.66,79.92,41.08,-121.23,-92.05,-480.62,-505.75,-2.65,-148.1,-110.09
-24.95,-139.29,-110.97,81.97,42.27,-124.92,-91.97,-481.97,-509.19,-12.08,-150.97,-112.53
-25.48,-141.74,-114.3,83.05,43.81,-128.04,-92.31,-482.49,-511.5,-19.46,-153.21,-114.17
-25.69,-143.01,-117.34,83.29,45.46,-130.51,-92.97,-482.15,-512.57,-24.97,-154.81,-115.11
-26.05,-144.3,-119.38,83.83,46.44,-132.33,-92.91,-480.13,-511.85,-31.31,-155.8,-115.9
-26.56,-145.55,-120.42,84.64,46.78,-133.49,-92.12,-476.4,-509.31,-38.48,-156.15,-116.51
-27.04,-146.31,-120.6,85.28,46.66,-133.89,-91.04,-471.31,-505.11,-45.23,-155.81,-116.71
-27.59,-146.83,-119.71,86.02,45.9,-133.5,-89.41,-464.64,-499.07,-52.2,-154.78,-116.64
-27.87,-146.1,-118.37,85.97,45.14,-132.31,-87.99,-456.88,-491.52,-57.35,-152.97,-115.79
-27.84,-144.05,-116.56,85.08,44.42,-130.27,-86.84,-448.06,-482.44,-60.48,-150.33,-114.11
-27.78,-141.37,-113.8,84.0,43.21,-127.36,-85.35,-437.74,-471.5,-63.1,-146.9,-111.94
-27.61,-137.81,-110.19,82.52,41.66,-123.52,-83.72,-426.03,-458.76,-64.68,-142.61,-109.13
-27.39,-135.31,-107.82,81.37,40.7,-120.94,-82.23,-415.94,-448.12,-67.45,-139.22,-106.98
-27.15,-134.12,-106.82,80.7,40.36,-119.8,-80.85,-407.72,-439.92,-71.74,-136.89,-105.61
-26.8,-133.13,-106.27,80.01,40.28,-119.04,-79.56,-400.01,-432.32,-76.13,-134.73,-104.33
-26.38,-132.91,-106.74,79.53,40.71,-119.26,-78.44,-393.66,-426.43,-81.28,-133.25,-103.51
-25.91,-132.47,-106.86,78.98,40.98,-119.17,-77.17,-386.83,-419.88,-86.2,-131.41,-102.46
-25.38,-131.75,-106.56,78.33,41.05,-118.68,-75.76,-379.44,-412.54,-90.78,-129.15,-101.14
-24.81,-131.73,-107.04,77.92,41.48,-118.99,-74.42,-373.18,-406.6,-96.07,-127.42,-100.21
-24.2,-132.21,-108.01,77.7,42.14,-119.84,-73.09,-367.7,-401.59,-101.89,-126.0,-99.52
-23.41,-131.52,-108.04,76.89,42.47,-119.59,-71.78,-360.98,-394.73,-105.98,-123.59,-98.03
-22.43,-129.65,-107.16,75.49,42.5,-118.26,-70.51,-353.08,-386.08,-108.28,-120.21,-95.73
-21.34,-127.29,-105.88,73.84,42.4,-116.47,-69.24,-344.77,-376.7,-109.76,-116.34,-93.03
-20.11,-124.03,-103.86,71.74,42.03,-113.82,-67.98,-335.59,-365.94,-109.82,-111.67,-89.69
-18.8,-121.1,-102.25,69.75,41.87,-111.58,-66.8,-327.22,-356.03,-110.06,-107.23,-86.49
-17.44,-118.61,-101.12,67.9,41.95,-109.83,-65.7,-319.79,-347.13,-110.57,-103.06,-83.49
-15.95,-115.59,-99.61,65.78,41.93,-107.61,-64.65,-312.09,-337.61,-110.09,-98.4,-80.07
-14.35,-112.31,-97.98,63.5,41.9,-105.22,-63.68,-304.53,-327.97,-108.95,-93.49,-76.41
-12.89,-108.6,-95.75,61.01,41.51,-102.29,-62.11,-296.37,-317.95,-108.25,-88.83,-73.1
-11.57,-104.33,-92.79,58.27,40.66,-98.71,-59.86,-287.43,-307.36,-107.94,-84.38,-70.14
-10.31,-99.79,-89.51,55.39,39.62,-94.82,-57.28,-278.37,-296.71,-107.74,-80.08,-67.37
-9.16,-94.9,-85.75,52.34,38.27,-90.51,-54.17,-268.96,-285.91,-107.93,-76.05,-64.95
-7.98,-89.54,-81.56,49.05,36.73,-85.74,-50.93,-259.38,-274.74,-107.55,-71.82,-62.39
-6.75,-83.72,-76.97,45.53,35.03,-80.54,-47.57,-249.69,-263.26,-106.59,-67.39,-59.69
-5.62,-77.43,-71.81,41.8,32.99,-74.81,-43.72,-239.62,-251.49,-105.73,-63.12,-57.23
-4.56,-70.64,-66.08,37.82,30.63,-68.52,-39.46,-229.2,-239.4,-104.8,-58.9,-54.92
-3.42,-63.83,-60.4,33.81,28.33,-62.26,-35.3,-219.46,-227.79,-103.45,-54.66,-52.55
-2.22,-57.03,-54.8,29.79,26.1,-56.07,-31.21,-210.42,-216.74,-101.73,-50.41,-50.15
-1.01,-49.99,-48.98,25.64,23.75,-49.63,-27.02,-201.67,-205.84,-99.66,-46.17,-47.76
0.25,-42.82,-43.07,21.42,21.39,-43.09,-22.83,-193.47,-195.34,-97.18,-41.91,-45.36
1.43,-35.24,-36.68,17.01,18.74,-36.1,-18.24,-185.18,-184.78,-94.68,-37.8,-43.17
2.52,-27.22,-29.74,12.41,15.78,-28.6,-13.24,-176.79,-174.15,-92.17,-33.85,-41.2
3.61,-19.01,-22.61,7.7,12.72,-20.91,-8.11,-168.83,-163.86,-89.39,-29.99,-39.33
4.65,-10.53,-15.18,2.88,9.48,-12.94,-2.77,-161.18,-153.83,-86.42,-26.25,-37.59
5.96,-2.95,-8.91,-1.6,7.0,-6.0,0.53,-154.4,-144.6,-84.07,-22.4,-35.2
7.55,3.56,-3.99,-5.67,5.39,-0.28,1.52,-148.63,-136.29,-82.4,-18.41,-32.05
9.28,9.61,0.34,-9.57,4.17,4.91,1.33,-143.52,-128.61,-81.09,-14.44,-28.57
11.22,14.84,3.64,-13.16,3.62,9.18,-0.71,-139.29,-121.76,-80.38,-10.43,-24.54
13.22,19.88,6.68,-16.67,3.24,13.22,-3.37,-135.76,-115.54,-79.75,-6.49,-20.39
15.28,24.74,9.49,-20.13,3.02,17.05,-6.59,-132.95,-109.98,-79.2,-2.66,-16.15
17.54,28.8,11.3,-23.26,3.45,19.98,-11.59,-131.13,-105.35,-79.18,1.18,-11.4
19.98,32.16,12.23,-26.12,4.43,22.11,-18.16,-130.3,-101.64,-79.63,5.01,-6.21
22.34,35.77,13.48,-29.08,5.13,24.53,-24.76,-129.89,-98.35,-80.02,8.61,-1.24
24.64,39.61,15.03,-32.14,5.53,27.23,-31.44,-129.92,-95.48,-80.4,11.97,3.52
26.97,43.27,16.38,-35.12,6.0,29.73,-38.84,-130.7,-93.33,-80.94,15.18,8.34
29.27,46.97,17.79,-38.12,6.34,32.3,-46.6,-132.1,-91.78,-81.56,18.17,13.05
31.72,49.97,18.35,-40.84,7.19,34.08,-55.78,-134.57,-91.26,-82.7,21.08,18.15
34.34,52.19,17.96,-43.23,8.61,34.99,-66.44,-138.17,-91.83,-84.39,23.9,23.67
36.99,54.17,17.3,-45.52,10.1,35.66,-77.83,-142.62,-93.22,-86.35,26.53,29.24
39.71,55.72,16.15,-47.63,11.82,35.86,-90.18,-148.03,-95.55,-88.68,28.99,34.96
41.56,55.68,14.27,-48.52,13.56,34.9,-99.07,-151.49,-97.12,-91.25,30.34,39.12
42.42,53.96,11.67,-48.09,15.26,32.74,-103.98,-152.69,-97.72,-94.05,30.49,41.49
42.77,50.97,8.31,-46.77,17.11,29.55,-107.16,-153.12,-98.29,-97.22,29.86,42.97
42.33,46.37,4.1,-44.26,19.07,25.14,-107.32,-151.92,-98.34,-100.73,28.19,43.04
41.61,40.92,-0.66,-41.19,21.12,20.03,-106.8,-150.74,-98.82,-104.6,25.95,42.61
40.62,34.63,-6.0,-37.57,23.31,14.21,-105.74,-149.68,-99.81,-108.87,23.17,41.72
38.86,26.79,-12.14,-32.8,25.55,7.21,-101.75,-147.16,-100.41,-113.49,19.34,39.44
36.41,17.51,-19.04,-26.98,27.85,-0.89,-95.27,-143.5,-100.8,-118.48,14.53,35.94
34.01,7.42,-26.8,-20.76,30.54,-9.83,-90.14,-140.97,-102.38,-124.08,9.44,32.08
31.65,-3.55,-35.47,-14.11,33.63,-19.67,-86.35,-139.54,-105.18,-130.3,4.04,27.79
29.0,-15.66,-45.0,-6.77,36.97,-30.5,-82.26,-138.3,-108.62,-137.06,-1.98,22.73
26.25,-28.77,-55.44,1.15,40.65,-42.29,-78.8,-137.81,-113.08,-144.43,-8.46,17.05
22.8,-43.5,-66.8,10.2,44.46,-55.35,-73.0,-136.28,-117.47,-152.29,-15.97,9.97
18.61,-59.91,-79.12,20.46,48.38,-69.73,-64.62,-133.59,-121.75,-160.65,-24.56,1.41
14.1,-77.63,-92.43,31.54,52.6,-85.27,-55.87,-131.05,-126.73,-169.63,-33.85,-8.15
9.12,-96.83,-106.76,43.59,57.06,-102.06,-46.05,-128.25,-132.17,-179.23,-43.98,-18.9
5.25,-112.02,-118.13,53.1,60.74,-115.33,-38.71,-125.76,-136.09,-186.87,-51.85,-27.01
2.7,-122.63,-126.15,59.68,63.53,-124.62,-34.44,-123.77,-138.38,-192.32,-57.12,-32.06
0.61,-131.37,-132.72,65.11,65.91,-132.22,-31.04,-121.69,-139.8,-196.78,-61.34,-36.05
-0.55,-136.66,-136.7,68.37,67.58,-136.79,-29.58,-119.73,-139.8,-199.52,-63.64,-37.87
-1.62,-141.6,-140.42,71.42,68.98,-141.04,-28.49,-117.85,-139.72,-202.05,-65.71,-39.65
-2.64,-146.36,-143.98,74.36,70.14,-145.11,-27.62,-116.0,-139.58,-204.46,-67.65,-41.53
-2.78,-147.95,-145.18,75.29,70.54,-146.4,-28.74,-114.37,-138.23,-205.3,-67.8,-41.45
-2.2,-146.95,-144.47,74.59,70.25,-145.42,-31.54,-112.96,-135.91,-204.88,-66.46,-39.82
-2.21,-147.5,-144.72,74.95,70.3,-145.69,-32.61,-110.84,-133.75,-205.0,-66.05,-39.67
-2.8,-149.53,-145.87,76.33,70.7,-147.14,-31.91,-107.99,-131.7,-205.63,-66.54,-40.95
-3.44,-151.36,-146.77,77.65,70.96,-148.38,-30.93,-104.83,-129.34,-206.05,-66.94,-42.47
-4.42,-153.99,-148.09,79.54,71.33,-150.21,-28.82,-101.11,-126.92,-206.69,-67.83,-44.96
-4.76,-154.11,-147.53,79.87,71.03,-149.83,-28.09,-97.41,-123.42,-206.05,-67.31,-46.09
-4.36,-151.49,-144.88,78.48,70.0,-147.01,-28.91,-93.77,-118.77,-204.04,-65.22,-45.68
-3.99,-148.52,-141.84,76.93,68.81,-143.82,-29.39,-89.69,-113.65,-201.71,-62.98,-45.49
-3.41,-144.43,-137.86,74.72,67.26,-139.57,-30.07,-85.31,-107.81,-198.71,-60.12,-44.98
-3.01,-141.3,-135.03,72.97,66.13,-136.55,-30.29,-81.43,-102.96,-196.44,-58.08,-44.62
-2.91,-139.57,-133.73,71.93,65.54,-135.17,-29.78,-78.05,-99.31,-195.14,-57.13,-44.65
-2.74,-137.68,-132.55,70.7,64.99,-133.85,-29.26,-74.89,-95.88,-193.89,-56.28,-44.44
-2.64,-136.25,-132.11,69.63,64.71,-133.29,-28.49,-72.15,-93.14,-193.09,-55.94,-44.18
-2.54,-134.61,-131.57,68.42,64.36,-132.62,-27.44,-69.25,-90.27,-192.18,-55.61,-43.97
-2.42,-132.63,-130.82,66.99,63.91,-131.71,-26.14,-66.17,-87.18,-191.08,-55.19,-43.78
-2.42,-131.21,-130.84,65.79,63.72,-131.61,-24.4,-63.38,-84.73,-190.45,-55.36,-43.69
-2.53,-130.22,-131.47,64.78,63.72,-132.15,-22.2,-60.76,-82.74,-190.18,-55.99,-43.73
-2.17,-127.87,-130.53,63.1,63.67,-130.89,-20.77,-58.0,-79.83,-189.08,-55.53,-42.91
-1.31,-124.14,-127.96,60.78,63.58,-127.76,-20.19,-55.12,-76.01,-187.15,-53.93,-41.16
-0.23,-119.82,-124.72,58.16,63.56,-123.84,-19.82,-52.2,-71.82,-184.87,-51.89,-38.97
1.23,-114.46,-120.26,55.06,63.55,-118.49,-20.0,-49.17,-66.92,-181.98,-49.0,-36.09
2.7,-109.33,-116.09,52.06,62.86,-113.42,-19.94,-46.35,-62.36,-179.32,-46.36,-33.1
4.15,-104.53,-112.32,49.23,61.4,-108.74,-19.58,-43.76,-58.2,-176.97,-44.03,-30.05
5.89,-99.08,-107.74,46.1,59.49,-103.09,-19.58,-41.18,-53.65,-174.27,-41.15,-26.43
7.85,-93.26,-102.69,42.82,56.9,-96.84,-19.75,-38.69,-48.94,-171.4,-37.97,-22.34
9.53,-88.44,-98.76,39.94,55.3,-92.01,-19.16,-35.53,-44.53,-168.37,-35.3,-19.24
10.94,-84.64,-95.99,37.45,54.82,-88.63,-17.81,-31.62,-40.38,-165.11,-33.13,-17.19
12.24,-81.44,-93.84,35.22,54.47,-86.02,-16.0,-27.36,-36.45,-161.78,-31.24,-15.6
13.31,-79.22,-92.75,33.39,54.68,-84.72,-13.49,-22.53,-32.84,-158.34,-29.84,-14.87
14.5,-76.97,-91.51,31.56,54.49,-83.25,-10.97,-17.52,-29.11,-154.64,-28.25,-14.03
15.82,-74.69,-90.08,29.74,53.75,-81.57,-8.46,-12.35,-25.25,-150.7,-26.45,-13.06
17.0,-73.21,-89.45,28.26,53.31,-80.89,-5.39,-6.63,-21.59,-146.57,-24.96,-12.78
18.09,-72.34,-89.38,27.05,52.93,-80.93,-1.9,-0.44,-18.04,-142.23,-23.65,-12.99
19.38,-70.75,-88.61,25.53,52.49,-80.07,1.14,7.04,-7.6,-134.86,-19.75,-12.11
20.86,-68.42,-87.13,23.67,52.09,-78.31,3.72,15.94,10.4,-124.17,-13.04,-10.09
22.43,-65.9,-85.42,21.73,51.57,-76.26,6.17,25.86,32.76,-111.46,-4.73,-7.57
24.17,-62.85,-83.16,19.56,50.95,-73.5,8.27,37.07,61.48,-95.88,5.97,-4.14
25.83,-60.3,-81.36,17.62,50.45,-71.34,10.69,49.26,92.51,-71.61,17.3,-0.95
27.4,-58.33,-80.09,15.95,50.04,-69.84,13.44,62.44,125.71,-37.92,29.21,1.93
29.06,-56.13,-78.58,14.19,49.61,-68.03,16.03,77.03,164.95,3.27,43.28,5.44
30.75,-53.94,-77.04,12.45,49.21,-66.19,18.58,93.0,209.52,53.86,59.17,9.32
33.81,-46.05,-71.68,7.03,47.74,-59.57,12.79,93.43,250.22,113.98,91.75,24.35
38.38,-31.8,-62.01,-2.46,45.08,-47.57,-2.26,76.68,286.77,184.23,142.81,51.74
43.82,-14.0,-49.98,-14.25,41.77,-32.61,-22.6,50.69,323.15,266.56,205.24,86.32
50.5,9.02,-34.45,-29.4,37.49,-13.27,-50.65,10.59,357.01,361.63,283.48,131.25
57.71,34.2,-17.41,-45.9,32.83,7.95,-81.82,-63.09,349.59,440.31,364.92,180.63
65.42,61.4,1.07,-63.66,27.8,30.97,-115.92,-173.0,296.67,500.56,448.88,234.28
74.35,93.72,23.01,-84.69,21.83,58.33,-157.53,-314.75,214.17,557.13,545.65,298.06
